,App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time,Big_Category2,App,original_image,blue_channel,green_channel,red_channel,red_channel_scaled,blue_channel_scaled,green_channel_scaled
1178,Halalfoodhunt,com.chooosie.halalfoodhunt,Food & Drink,4.8,201.0,"10,000+",10000.0,18405,True,0.0,USD,37M,5.0 and up,Chooosie Group,https://halalfoodhunt.com,dev@chooosie.com,"May 19, 2018","May 26, 2021",Everyone,http://halalfoodhunt.com/privacy_policy,False,False,False,2021-06-16 04:12:09,Entertainment,,,,,,,,
1179,Willy Crash - Free Arcade Ragdoll Game,com.baytekgames.willycrash,Arcade,2.4,561.0,"50,000+",50000.0,94892,True,0.0,USD,45M,4.1 and up,Bay Tek Entertainment,http://www.baytekent.com/willy-crash-app,appsupport@baytekent.com,"Sep 17, 2018","Jun 21, 2019",Teen,http://www.baytekent.com/privacy-policy/,True,True,False,2021-06-16 09:45:50,Games,,,,,,,,
1180,rbbtext,mobi.rbbtext,News & Magazines,4.3,229.0,"10,000+",10000.0,31540,True,0.0,USD,290k,2.2 and up,Rundfunk Berlin-Brandenburg,http://www.rbb-online.de,online.koordination@rbb-online.de,"Aug 15, 2014","Jan 21, 2020",Everyone,,False,False,False,2021-06-16 10:30:07,Entertainment,,,,,,,,
1181,Cango,mx.cango.food,Food & Drink,2.1,118.0,"10,000+",10000.0,10947,True,0.0,USD,7.5M,4.4 and up,DGO TECH,http://www.cango.mx/,developer@dgotech.mx,"Jun 20, 2020","Jun 20, 2020",Everyone,http://politicas.dgotech.mx/,False,False,False,2021-06-16 14:57:22,Entertainment,,,,,,,,
1182,رويات مصرية للجيب,com.hanysash2020.rewayaty,Books & Reference,3.6,118.0,"5,000+",5000.0,7229,True,0.0,USD,6.2M,4.1 and up,Hany Saber,http://shara-soft.blogspot.com,hanysash2020@gmail.com,"Aug 5, 2018","Apr 06, 2021",Everyone,http://shara-soft.blogspot.com/p/blog-page_18.html,True,False,False,2021-06-16 01:45:25,Entertainment,,,,,,,,
1183,Impossible Motor Bike Stunt Driving,com.impossible.ramp.bike.rider,Auto & Vehicles,3.8,147.0,"100,000+",100000.0,137270,True,0.0,USD,37M,4.1 and up,New Feature Games - Story Based Games,http://games.miczon.com/,publisher@games.miczon.com,"Jul 30, 2019","Nov 04, 2020",Everyone,http://games.miczon.com/,True,True,False,2021-06-16 11:36:31,Lifestyle,,,,,,,,
1184,Russian Quran Audio,com.doceapps_alcorao_audio_russian.doceapps_alcorao_audio_russian,Music & Audio,4.9,437.0,"10,000+",10000.0,36241,True,0.0,USD,13M,4.2 and up,Edson Deda,http://www.app-download.app,edsonrdeoliveira4551@gmail.com,"Jul 25, 2016","Apr 30, 2021",Everyone,https://app-download.app/Privacy_Policy/doceapps_alcorao_audio_russian,True,False,False,2021-06-16 06:08:18,Entertainment,,,,,,,,
1185,Lexington County SC SolidWaste,net.recollect.lexington,Productivity,4.8,221.0,"1,000+",1000.0,3233,True,0.0,USD,33M,5.0 and up,County of Lexington,https://lexington.recollect.net,mobile-support@recollect.net,"Dec 18, 2016","May 27, 2021",Everyone,https://recollect.net/privacy.en.html,False,False,False,2021-06-16 05:57:03,Tools,,,,,,,,
1186,"Citadele - Latvia, Lithuania, Estonia",lv.citadele.mobile,Finance,4.1,2897.0,"100,000+",100000.0,301604,True,0.0,USD,59M,5.0 and up,Citadele,https://www.citadele.lv/en/private/,mobileapp@citadele.lv,"Feb 27, 2012","Jun 08, 2021",Everyone,https://www.citadele.lv/en/support/disclaimer/,False,False,False,2021-06-16 09:24:52,Business,,,,,,,,
1187,Car Wash for Kids,com.infigames.babycar,Educational,4.3,145.0,"100,000+",100000.0,231037,True,0.0,USD,Varies with device,4.1 and up,Minibuu,http://www.minibuu.com/,info@minibuu.com,"Jul 4, 2017","Jul 21, 2020",Everyone,http://www.minibuu.com/privacy-policy,True,False,False,2021-06-16 10:19:35,Education,,,,,,,,
1188,Wake Up Girls Alarm Clock App,com.Wake.Up.Girls.Alarm.Clock.App.ogg,Personalization,3.7,151.0,"10,000+",10000.0,31918,True,0.0,USD,19M,4.2 and up,OMG Girls Games,http://omggirlsgames.com/,omggirlsgames@gmail.com,"Oct 12, 2018","Aug 15, 2019",Everyone,https://omgirlsgames.wixsite.com/privacypolicy,True,False,False,2021-06-15 21:12:13,Tools,,,,,,,,
1189,Character quiz: Teen Wolf,com.wolfy.chracterquizteenwolf,Trivia,4.5,974.0,"50,000+",50000.0,53232,True,0.0,USD,21M,4.2 and up,Wolfy24,,antoni.jaros2004@gmail.com,"Feb 8, 2019","Feb 10, 2019",Everyone,https://quickappninja.com/game-privacy-policy.html,True,False,False,2021-06-16 05:56:38,Lifestyle,,,,,,,,
1190,Burmese Dictionary Offline,com.ideabuilderapp.burengdictionary,Books & Reference,4.3,152.0,"10,000+",10000.0,41300,True,0.0,USD,22M,4.1 and up,Idea Builder,https://ideabuilder.biz,ideabuilder.dev@gmail.com,"Apr 28, 2017","Oct 04, 2020",Everyone,https://sites.google.com/view/idea-builder-privacy-policy,True,False,False,2021-06-16 11:03:02,Entertainment,,,,,,,,
1191,Truper Móvil,com.tel.trupermovil,Productivity,2.8,175.0,"10,000+",10000.0,29223,True,0.0,USD,Varies with device,Varies with device,"Truper, S.A. de C.V.",http://www.truper.com,jpatino@truper.com,"Feb 13, 2013","Apr 28, 2021",Everyone,https://www.truperenlinea.com/reng/politicaTEL.pdf,False,False,False,2021-06-16 09:11:29,Tools,,,,,,,,
1192,Fake Call with Jennie Blackpink,com.mrd.fakecall5,Entertainment,4.1,300.0,"10,000+",10000.0,18102,True,0.0,USD,34M,5.0 and up,MURID DEVELOPER,https://muridreborn.github.io/,muriddeveloper@gmail.com,"Nov 5, 2020","Feb 28, 2021",Everyone,https://muridreborn.github.io/,True,False,False,2021-06-15 22:58:13,Entertainment,,,,,,,,
1193,Sim Aquarium Live Wallpaper,com.SimAquarium.LWP,Casual,4.4,7252.0,"500,000+",500000.0,758709,True,0.0,USD,17M,4.0.3 and up,Digital Illusions Software,http://simaquarium.com,support2@ss3d.com,"May 25, 2012","Apr 21, 2018",Everyone,http://ss3d.com/privacy.htm,True,True,False,2021-06-16 12:33:04,Games,,,,,,,,
1194,My Baby Care,com.bubadu.mybabycare,Casual,4.0,97813.0,"10,000,000+",10000000.0,27061016,True,0.0,USD,23M,4.1 and up,FM by Bubadu,http://www.bubadu.com,support@bubadu.com,"Jan 30, 2015","Apr 30, 2021",Everyone,http://bubadu.com/privacy-policy.shtml,True,True,False,2021-06-16 02:06:53,Games,,,,,,,,
1195,FNF Friday Night Funny Mod Vs Mod: Whitty Vs Ruv,com.ILoveFNF.FridayModWhittyvsRuvyzvat,Music,4.0,1077.0,"500,000+",500000.0,528403,True,0.0,USD,35M,4.4 and up,Rbz_Game,https://memeinapp.blogspot.com/,memeinapp@gmail.com,"Apr 15, 2021","May 07, 2021",Teen,,True,False,False,2021-06-16 11:25:40,Entertainment,,,,,,,,
1204,Assumption Day/ Assumption of May  Photo Frames,crystal.photo.frame.assumptionofmary,Personalization,4.5,142.0,"50,000+",50000.0,59945,True,0.0,USD,14M,4.2 and up,Crystal Frames,,crystalframes1991@gmail.com,"May 21, 2018","Apr 26, 2019",Everyone,https://crystalframesprivacypolicy.blogspot.in/,True,False,False,2021-06-16 10:51:42,Tools,,,,,,,,
1393,ABK Wallet,paymob.com.abkwallet,Finance,3.6,107.0,"10,000+",10000.0,18576,True,0.0,USD,83M,5.0 and up,ABK-Egypt,http://www.abk-egypt.com,isecurity@abkegypt.com,"Jul 30, 2017","Feb 24, 2021",Everyone,http://www.abkegypt.com,False,False,False,2021-06-16 03:40:24,Business,,,,,,,,
1534,"키움증권 새로운 영웅문S 글로벌 Global 미국/중국/홍콩주식,해외선물옵션,FX마진",com.daou.herosw,Finance,3.8,3426.0,"1,000,000+",1000000.0,1147354,True,0.0,USD,33M,4.4 and up,"Kiwoom Securities Co., Ltd.",http://download.kiwoom.com/mts/HeroSG.apk,kiwoomit@gmail.com,"Apr 14, 2019","Jun 07, 2021",Everyone,http://www.kiwoom.com/nkw.templateContents.do?url=/kwa/html/useinfo/attention/personal.html,False,False,False,2021-06-15 20:53:45,Business,,,,,,,,
1548,Anatomia Vet Locomotor/Neuro,com.vegarcezb.anatovet,Educational,4.7,355.0,"5,000+",5000.0,7456,True,0.0,USD,22M,4.0.3 and up,Verônica Garcez de Araujo,,bbvitais@gmail.com,,"Jul 29, 2018",Everyone,https://quickappninja.com/game-privacy-policy.html,True,False,False,2021-06-16 01:21:41,Education,,,,,,,,
1584,iScore Baseball/Softball,com.fasterthanmonkeys.iscore,Sports,4.2,3434.0,"100,000+",100000.0,253150,True,0.0,USD,7.3M,4.0 and up,"iScore Sports, Inc.",http://iscoresports.com,support@iscoresports.com,"Feb 10, 2011","Feb 28, 2021",Everyone,https://www.sportsengine.com/solutions/legal/privacy_policy/,False,True,False,2021-06-16 11:45:09,Entertainment,,,,,,,,
1656,DJ MINANG FULL OFFLINE,com.ancaproyek.djminangpanekdiawakkayodiurangoffline,Music & Audio,4.3,262.0,"10,000+",10000.0,22208,True,0.0,USD,72M,4.1 and up,cardutdev,http://sahkila.com/,trioktandi822@gmail.com,"Jul 9, 2020","Oct 16, 2020",Everyone,https://sahkila.com/2020/03/23/privacy-policy-app/,True,False,False,2021-06-16 01:42:42,Entertainment,,,,,,,,
